Название продукта,Категория продукта,Подкатегория продукта,Цена продукта,Город,Ссылка на продукт,Статус
Barbera Масло оливковое с ароматическими травами 250 мл,МАСЛО,,4 800 Т,Алматы,https://kingfisher.kz/maslo/olive-oil-barbera/maslo-olivkovoe-s-aromaticheskimi-travami-250-ml/,Нет статуса
Barbera Масло оливковое CONTADINO 1л,МАСЛО,,13 500 Т,Алматы,https://kingfisher.kz/maslo/olive-oil-barbera/barbera-maslo-olivkovoe-contadino-1l/,Нет статуса
Масло оливковое Frantoia со вкусом базилика 250 мл,МАСЛО,,4 800 Т,Алматы,https://kingfisher.kz/maslo/olive-oil-barbera/maslo-olivkovoe-frantoia-so-vkusom-bazilika-250-ml/,Нет статуса
Barbera Масло оливковое CONTADINO 500 мл,МАСЛО,,8 500 Т,Алматы,https://kingfisher.kz/maslo/olive-oil-barbera/barbera-maslo-olivkovoe-contadino-500-ml/,Нет статуса
Масло оливковое Frantoia со вкусом мандарина 250 мл,МАСЛО,,4 800 Т,Алматы,https://kingfisher.kz/maslo/olive-oil-barbera/maslo-olivkovoe-frantoia-so-vkusom-mandarina-250-ml/,Нет статуса
Масло оливковое Frantoia со вкусом апельсина 250 мл,МАСЛО,,Новинка,Алматы,https://kingfisher.kz/maslo/olive-oil-barbera/maslo-olivkovoe-frantoia-so-vkusom-apelsina-250-ml/,Новинка
Barbera Масло оливковое с перцем и чесноком 250 мл,МАСЛО,,4 800 Т,Алматы,https://kingfisher.kz/maslo/olive-oil-barbera/maslo-olivkovoe-barbera-aglio-peperoncino-s-percem/,Нет статуса
Оливковое Масло BARBERA Selezione Unica 250 мл,МАСЛО,,Новинка,Алматы,https://kingfisher.kz/maslo/olive-oil-barbera/olivkovoe-maslo-barbera-selezione-unica-250-ml/,Новинка
Масло оливковое Frantoia со вкусом лимона 250 мл,МАСЛО,,Новинка,Алматы,https://kingfisher.kz/maslo/olive-oil-barbera/maslo-olivkovoe-frantoia-so-vkusom-limona-250-ml/,Новинка
Масло оливковое Frantoia со вкусом Шалфея 250 мл,МАСЛО,,Новинка,Алматы,https://kingfisher.kz/maslo/olive-oil-barbera/maslo-olivkovoe-frantoia-so-vkusom-shalfeya-250-ml/,Новинка
Barbera Масло оливковое FILTRATO (фильтрованное) 750 мл KF,МАСЛО,,9 500 Т,Алматы,https://kingfisher.kz/maslo/olive-oil-barbera/barbera-maslo-olivkovoe-filtrato-filtrovannoe-750-ml-kf/,Нет статуса
Barbera Масло оливковое NON FILTRATO (нефильтр) 750 мл KF,МАСЛО,,8 800 Т,Алматы,https://kingfisher.kz/maslo/olive-oil-barbera/barbera-maslo-olivkovoe-non-filtrato-nefiltr-750-ml-kf/,Нет статуса
Оливковое масло Harmony Hualdo ж/б 3 л,МАСЛО,,Новинка,Алматы,https://kingfisher.kz/maslo/olivkovoe-casas-d-hualdo/olivkovoe-maslo-harmony-hualdo-zhb/,Новинка
Оливковое масло Sensation Hualdo ж/б 3 л,МАСЛО,,32 000 Т,Алматы,https://kingfisher.kz/maslo/olivkovoe-casas-d-hualdo/olivkovoe-maslo-sensation-hualdo-zhb/,Нет статуса
Оливковое масло Hualdo Cornicabra 500 мл,МАСЛО,,Новинка,Алматы,https://kingfisher.kz/maslo/olivkovoe-casas-d-hualdo/olivkovoe-maslo-hualdo-cornicabra-500-ml/,Новинка
Оливковое масло Hualdo Arbequina 500 ml,МАСЛО,,Новинка,Алматы,https://kingfisher.kz/maslo/olivkovoe-casas-d-hualdo/olivkovoe-maslo-hualdo-arbequina/,Новинка
Оливковое масло Hualdo Manzanilla 500 ml,МАСЛО,,Новинка,Алматы,https://kingfisher.kz/maslo/olivkovoe-casas-d-hualdo/olivkovoe-maslo-hualdo-manzanilla/,Новинка
"Оливковое Масло Casitas De Hualdo, 250 мл",МАСЛО,,Новинка,Алматы,https://kingfisher.kz/maslo/olivkovoe-casas-d-hualdo/olivkovoe-maslo-casitas-de-hualdo-250-ml/,Новинка
Оливковое масло Hualdo Picual 500 ml,МАСЛО,,Новинка,Алматы,https://kingfisher.kz/maslo/olivkovoe-casas-d-hualdo/olivkovoe-maslo-hualdo-picual-500-ml/,Новинка
Масло оливковое PARTIDA REAL(партида реал) Hualdo 500 мл,МАСЛО,,6 800 Т,Алматы,https://kingfisher.kz/maslo/olivkovoe-casas-d-hualdo/maslo-olivkovoe-partida-realpartida-real-hualdo-500-ml/,Нет статуса
Оливковое Масло Hualdo Cornicabra 250 мл,МАСЛО,,4 800 Т,Алматы,https://kingfisher.kz/maslo/olivkovoe-casas-d-hualdo/olivkovoe-maslo-hualdo-cornicabra-250-ml/,Нет статуса
Оливковое Масло Hualdo Picual 250 мл,МАСЛО,,4 800 Т,Алматы,https://kingfisher.kz/maslo/olivkovoe-casas-d-hualdo/olivkovoe-maslo-hualdo-picual-250-ml/,Нет статуса
Оливковое масло Hualdo Arbequina 250 мл,МАСЛО,,Новинка,Алматы,https://kingfisher.kz/maslo/olivkovoe-casas-d-hualdo/olivkovoe-maslo-hualdo-arbequina-250-ml/,Новинка
Оливковое Масло Hualdo Manzanilla 250 мл,МАСЛО,,Новинка,Алматы,https://kingfisher.kz/maslo/olivkovoe-casas-d-hualdo/olivkovoe-maslo-hualdo-manzanilla-250-ml/,Новинка
"Кокосовое Масло Aroy-D, 180 мл",МАСЛО,,Новинка,Алматы,https://kingfisher.kz/maslo/kokosovoe-maslo/kokosovoe-maslo-aroy-d-180-ml/,Новинка
Muraglia Масло оливковое в керам/б Осьминог 500 мл,МАСЛО,,17 800 Т,Алматы,https://kingfisher.kz/maslo/muraglia-maslo-olivkovoe/muraglia-maslo-olivkovoe-v-keramb-osminog-500-ml/,Нет статуса
Muraglia Масло оливковое в керам/б Омар 500 мл,МАСЛО,,17 800 Т,Алматы,https://kingfisher.kz/maslo/muraglia-maslo-olivkovoe/muraglia-maslo-olivkovoe-v-keramb-omar-500-ml/,Нет статуса
Muraglia Масло оливковое в ж/б Радужная 250 мл,МАСЛО,,4 500 Т,Алматы,https://kingfisher.kz/maslo/muraglia-maslo-olivkovoe/muraglia-maslo-olivkovoe-v-zhb-raduzhnaya-250-ml/,Нет статуса
Muraglia Масло оливковое в керам/б Кактус 500 мл,МАСЛО,,17 800 Т,Алматы,https://kingfisher.kz/maslo/muraglia-maslo-olivkovoe/muraglia-maslo-olivkovoe-v-keramb-kaktus-500-ml/,Нет статуса
Muraglia Масло оливковое в керам/б Радужная 500 мл,МАСЛО,,17 800 Т,Алматы,https://kingfisher.kz/maslo/muraglia-maslo-olivkovoe/muraglia-maslo-olivkovoe-v-keramb-raduzhnaya-500-ml/,Нет статуса
Muraglia Масло оливковое Сардины в керам/б 500 мл,МАСЛО,,17 800 Т,Алматы,https://kingfisher.kz/maslo/muraglia-maslo-olivkovoe/muraglia-maslo-olivkovoe-sardiny-v-keramb-500-ml/,Нет статуса
Vega Mancha Сыр Манчего выдержанный с белым трюфелем кусковой 150 гр +/-,СЫРЫ,,30 000 Т,Алматы,https://kingfisher.kz/bakaleya/cheeses/ispanskie/vega-mancha-syr-manchego-vyderzhanniy-s-belym-tryufelem-kuskovoy/,Нет статуса
Сыр Манчего 2-3 месяца Vega Mancha кусковой ±150 гр,СЫРЫ,,Новинка,Алматы,https://kingfisher.kz/bakaleya/cheeses/ispanskie/syr-monchego-2-3-mesyaca/,Новинка
Vega Mancha Semicurado Сыр Манчего 2-3 месяца кусковой 150 гр,СЫРЫ,,29 800 Т,Алматы,https://kingfisher.kz/cheeses/ispanskie/vega-mancha-semicurado-syr-manchego-2-3-mesyaca-kuskovoy/,Нет статуса
Vega Mancha Сыр Манчего выдержанный Diablo кусковой 200 гр,СЫРЫ,,29 800 Т,Алматы,https://kingfisher.kz/cheeses/ispanskie/vega-mancha-syr-manchego-vyderzhanniy-diablo-kuskovoy/,Нет статуса
Vega Mancha Сыр Манчего выдержанный с белыми грибами кусковой 200 гр,СЫРЫ,,29 800 Т,Алматы,https://kingfisher.kz/cheeses/ispanskie/vega-mancha-syr-manchego-vyderzhanniy-s-belymi-gribami-kuskovoy/,Нет статуса
"Vega Mancha Сыр Манчего выдержанный с белым трюфелем круг 3,4 кг +/-",СЫРЫ,,24 990 Т,Алматы,https://kingfisher.kz/bakaleya/cheeses/ispanskie/vega-mancha-syr-manchego-vyderzhanniy-s-belym-tryufelem-krug-3-4-kg-/,Нет статуса
"Сыр Манчего полувыдержанный 2-3 месяца Vega Mancha круг 3,4 кг",СЫРЫ,,Новинка,Алматы,https://kingfisher.kz/bakaleya/cheeses/ispanskie/syr-manchego-poluvyderzhanniy-krug-3-4-kg/,Новинка
"Ghidetti Сыр Parmigiano Dop 18 мес, кусковой",СЫРЫ,,22 000 Т,Алматы,https://kingfisher.kz/cheeses/parmezan/ghidetti-syr-parmigiano-dop-18-mes-kuskovoy/,Акция
"Luigi Guffanti Буонасорте сыр твердый,24 месяца кусковой ±300 гр",СЫРЫ,,24 500 Т,Алматы,https://kingfisher.kz/cheeses/parmezan/luigi-guffanti-buonasorte-syr-tverdiy24-mesyaca-kuskovoy/,Нет статуса
"Ghidetti Сыр Grana Padano Dop 10-12 мес, кусковой",СЫРЫ,,25 000 Т,Алматы,https://kingfisher.kz/cheeses/parmezan/ghidetti-syr-grana-padano-dop-10-12-mes-kuskovoy/,Нет статуса
Ghidetti Сыр Проволоне с орегано 200 гр,СЫРЫ,,3 800 Т,Алматы,https://kingfisher.kz/cheeses/parmezan/ghidetti-syr-provolone-s-oregano-200-gr/,Нет статуса
Ghidetti Сыр Проволоне Валпадана Дольче 200 гр,СЫРЫ,,3 800 Т,Алматы,https://kingfisher.kz/cheeses/parmezan/ghidetti-syr-provolone-valpadana-dolche-200-gr/,Нет статуса
"Luigi Guffanti Буонасорте сыр твердый на буйволином молоке, 24 месяца кусковой ±300 гр",СЫРЫ,,35 500 Т,Алматы,https://kingfisher.kz/cheeses/parmezan/luigi-guffanti-buonasorte-syr-tverdiy-na-buyvolinom-moloke24-mesyaca-kuskovoy/,Нет статуса
Ghidetti Сыр Проволоне Дольче 200 гр,СЫРЫ,,3 800 Т,Алматы,https://kingfisher.kz/cheeses/parmezan/ghidetti-syr-provolone-dolche-200-gr/,Нет статуса
Ghidetti Сыр Проволоне Валпадана Пикантный 200 гр,СЫРЫ,,3 800 Т,Алматы,https://kingfisher.kz/cheeses/parmezan/ghidetti-syr-provolone-valpadana-pikantniy-200-gr/,Нет статуса
"Luigi Guffanti Горгонзола Дольче сыр мягкий, кусковой 250-300 гр.",СЫРЫ,,23 500 Т,Алматы,https://kingfisher.kz/cheeses/parmezan/luigi-guffanti-gorgonzola-dolche-syr-myagkiykuskovoy/,Нет статуса
"Luigi Guffanti Пьяве Веччо сыр полутвердый, кусковой 250-300 гр",СЫРЫ,,28 500 Т,Алматы,https://kingfisher.kz/cheeses/parmezan/luigi-guffanti-pyave-vechcho-syr-polutverdiykuskovoy/,Нет статуса
"Luigi Guffanti Пьяве Меззано сыр полутвердый, кусковой 250-300 гр",СЫРЫ,,26 800 Т,Алматы,https://kingfisher.kz/cheeses/parmezan/luigi-guffanti-pyave-mezzano-syr-polutverdiykuskovoy/,Нет статуса
"Luigi Guffanti Пьяве Оро сыр полутвердый, кусковой 250-300 гр",СЫРЫ,,Новинка,Алматы,https://kingfisher.kz/cheeses/parmezan/luigi-guffanti-pyave-oro-syr-polutverdiykuskovoy/,Новинка
"Ghidetti Сыр Grana Padano Dop 10-12 мес, 1 кг",СЫРЫ,,17 500 Т,Алматы,https://kingfisher.kz/cheeses/parmezan/ghidetti-syr-grana-padano-dop-10-12-mes-1-kg/,Нет статуса
Ghidetti Сыр твердый Gran Guardia 1 кг,СЫРЫ,,14 500 Т,Алматы,https://kingfisher.kz/cheeses/parmezan/ghidetti-syr-tverdiy-gran-guardia-1-kg/,Нет статуса
"Luigi Guffanti Пьяве Веччо сыр полутвердый, круг 6.5 кг",СЫРЫ,,27 500 Т,Алматы,https://kingfisher.kz/cheeses/parmezan/luigi-guffanti-pyave-vechcho-syr-polutverdiy/,Нет статуса
"Luigi Guffanti Пьяве Оро сыр полутвердый, круг 6.5 кг",СЫРЫ,,28 900 Т,Алматы,https://kingfisher.kz/cheeses/parmezan/luigi-guffanti-pyave-oro-syr-polutverdiy/,Нет статуса
Сыр творожный «Профичиз» 200 гр,СЫРЫ,,Новинка,Алматы,https://kingfisher.kz/bakaleya/cheeses/myagkiy-syr/syr-tvorozhniy-profichiz/,Новинка
Сыр творожный Cremette 200 гр,СЫРЫ,,1 000 Т,Алматы,https://kingfisher.kz/bakaleya/cheeses/myagkiy-syr/syr-tvorozhniy-cremette-200-gr/,Нет статуса
Ghidetti Сыр Рикотта 295 гр,СЫРЫ,,2 800 Т,Алматы,https://kingfisher.kz/bakaleya/cheeses/myagkiy-syr/ghidetti-syr-rikotta-295-gr/,Нет статуса
"Ghidetti Сыр Маскарпоне 42%, 250 гр",СЫРЫ,,3 000 Т,Алматы,https://kingfisher.kz/bakaleya/cheeses/myagkiy-syr/ghidetti-syr-maskarpone-250-gr/,Нет статуса
Сыр творожный Профичиз 70% Хорека 2 кг,СЫРЫ,,Новинка,Алматы,https://kingfisher.kz/bakaleya/cheeses/myagkiy-syr/syr-tvorozhniy-profichiz-horeka/,Новинка
